,1,2,3,4,5,6,7,Total
LUWU UTARA,0.914773,0.000000,0.011364,0.017045,0.000000,0.056818,0.000000,176
MADIUN,0.759657,0.000000,0.107296,0.051502,0.000000,0.064378,0.017167,233
MAGELANG,0.969152,0.000000,0.000000,0.020566,0.000000,0.010283,0.000000,389
MAGETAN,0.889362,0.000000,0.004255,0.042553,0.000000,0.059574,0.004255,235
MAJALENGKA,0.940476,0.000000,0.002976,0.029762,0.000000,0.023810,0.002976,336
MAJENE,0.986842,0.000000,0.000000,0.013158,0.000000,0.000000,0.000000,76
MAKASSAR,0.986014,0.000000,0.000000,0.006993,0.000000,0.000000,0.006993,143
MALANG,0.919463,0.000000,0.042506,0.026846,0.000000,0.008949,0.002237,447
MALINAU,0.816514,0.000000,0.119266,0.045872,0.000000,0.018349,0.000000,109
MALUKU BARAT DAYA,0.384615,0.000000,0.529915,0.076923,0.000000,0.000000,0.008547,117
MALUKU TENGAH,0.289773,0.017045,0.590909,0.039773,0.000000,0.056818,0.005682,176
MALUKU TENGGARA,0.954023,0.011494,0.011494,0.022989,0.000000,0.000000,0.000000,87
MALUKU TENGGARA BARAT,0.770270,0.000000,0.108108,0.094595,0.000000,0.000000,0.027027,74
MAMASA,0.881356,0.000000,0.056497,0.045198,0.000000,0.016949,0.000000,177
MAMBERAMO RAYA,0.871795,0.000000,0.025641,0.102564,0.000000,0.000000,0.000000,39
MAMBERAMO TENGAH,0.847458,0.000000,0.033898,0.101695,0.000000,0.016949,0.000000,59
MAMUJU,0.877419,0.000000,0.006452,0.077419,0.000000,0.038710,0.000000,155
MAMUJU UTARA,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63
MANADO,0.919540,0.000000,0.034483,0.045977,0.000000,0.000000,0.000000,87
MANDAILING NATAL,0.948529,0.000000,0.002451,0.024510,0.000000,0.022059,0.002451,408
MANGGARAI,0.892617,0.006711,0.026846,0.033557,0.000000,0.040268,0.000000,149
MANGGARAI BARAT,0.983471,0.000000,0.000000,0.016529,0.000000,0.000000,0.000000,121
MANGGARAI TIMUR,0.954545,0.000000,0.005682,0.022727,0.000000,0.017045,0.000000,176
MANOKWARI,0.930456,0.002398,0.004796,0.019185,0.000000,0.043165,0.000000,417
MAPPI,0.992701,0.000000,0.000000,0.007299,0.000000,0.000000,0.000000,137
MAROS,0.825243,0.000000,0.000000,0.077670,0.000000,0.087379,0.009709,103
MATARAM,0.980000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,50
MAYBRAT,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129
MEDAN,0.907285,0.000000,0.000000,0.046358,0.006623,0.039735,0.000000,151
MELAWI,0.982249,0.000000,0.017751,0.000000,0.000000,0.000000,0.000000,169
MERANGIN,0.721698,0.000000,0.259434,0.018868,0.000000,0.000000,0.000000,212
MERAUKE,0.744048,0.000000,0.113095,0.107143,0.000000,0.017857,0.017857,168
MESUJI,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76
METRO,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22
MIMIKA,0.917647,0.000000,0.000000,0.000000,0.000000,0.070588,0.011765,85
MINAHASA,0.924051,0.016878,0.012658,0.021097,0.000000,0.025316,0.000000,237
MINAHASA SELATAN,0.952941,0.000000,0.000000,0.000000,0.000000,0.047059,0.000000,170
MINAHASA TENGGARA,0.895833,0.027778,0.006944,0.034722,0.000000,0.034722,0.000000,144
MINAHASA UTARA,0.984000,0.000000,0.000000,0.008000,0.000000,0.008000,0.000000,125
MOJOKERTO,0.456522,0.003106,0.124224,0.251553,0.006211,0.149068,0.009317,322
MOROWALI,0.208333,0.025000,0.150000,0.200000,0.004167,0.308333,0.104167,240
MUARA ENIM,0.975460,0.000000,0.000000,0.015337,0.000000,0.006135,0.003067,326
MUARO JAMBI,0.993377,0.000000,0.000000,0.000000,0.000000,0.006623,0.000000,151
MUKOMUKO,0.934211,0.000000,0.006579,0.013158,0.000000,0.046053,0.000000,152
MUNA,0.560669,0.000000,0.338912,0.037657,0.000000,0.058577,0.004184,239
MURUNG RAYA,0.774194,0.000000,0.177419,0.040323,0.008065,0.000000,0.000000,124
MUSI BANYUASIN,0.864407,0.000000,0.110169,0.016949,0.000000,0.008475,0.000000,236
MUSI RAWAS,0.220217,0.000000,0.335740,0.205776,0.007220,0.209386,0.021661,277
NABIRE,0.814815,0.000000,0.024691,0.037037,0.000000,0.123457,0.000000,81
NAGAN RAYA,0.762332,0.000000,0.071749,0.058296,0.000000,0.071749,0.035874,223
NAGEKEO,0.830000,0.010000,0.020000,0.100000,0.000000,0.020000,0.020000,100
NATUNA,0.917808,0.000000,0.041096,0.027397,0.000000,0.013699,0.000000,73
NDUGA,0.812500,0.000000,0.000000,0.093750,0.000000,0.093750,0.000000,32
NGADA,0.893204,0.000000,0.000000,0.038835,0.000000,0.067961,0.000000,103
NGANJUK,0.728873,0.000000,0.007042,0.091549,0.003521,0.154930,0.014085,284
NGAWI,0.958525,0.004608,0.000000,0.032258,0.000000,0.004608,0.000000,217
NIAS,0.924370,0.000000,0.008403,0.025210,0.000000,0.042017,0.000000,119
NIAS BARAT,0.927273,0.000000,0.009091,0.000000,0.000000,0.063636,0.000000,110
NIAS SELATAN,0.966292,0.019663,0.000000,0.005618,0.000000,0.005618,0.002809,356
NIAS UTARA,0.477876,0.008850,0.044248,0.274336,0.008850,0.115044,0.070796,113
NUNUKAN,0.958333,0.012500,0.000000,0.012500,0.000000,0.016667,0.000000,240
OGAN ILIR,0.946058,0.000000,0.004149,0.008299,0.000000,0.041494,0.000000,241
OGAN KOMERING ILIR,0.987097,0.003226,0.003226,0.000000,0.000000,0.006452,0.000000,310
OGAN KOMERING ULU,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154
OGAN KOMERING ULU SELATAN,0.945946,0.003861,0.000000,0.015444,0.000000,0.034749,0.000000,259
OGAN KOMERING ULU TIMUR,0.949324,0.000000,0.000000,0.010135,0.000000,0.040541,0.000000,296
PACITAN,0.994152,0.000000,0.000000,0.005848,0.000000,0.000000,0.000000,171
PADANG,0.913462,0.000000,0.009615,0.009615,0.000000,0.048077,0.019231,104
PADANG LAWAS,0.957237,0.000000,0.003289,0.000000,0.000000,0.039474,0.000000,304
PADANG LAWAS UTARA,0.984536,0.002577,0.000000,0.007732,0.000000,0.005155,0.000000,388
PADANG PANJANG,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16
PADANGSIDIMPUAN,0.974684,0.000000,0.012658,0.012658,0.000000,0.000000,0.000000,79
PAGAR ALAM,0.971429,0.000000,0.000000,0.000000,0.000000,0.028571,0.000000,35
PAKPAK BHARAT,0.980769,0.000000,0.019231,0.000000,0.000000,0.000000,0.000000,52
PALANGKA RAYA,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30
PALEMBANG,0.990654,0.000000,0.000000,0.009346,0.000000,0.000000,0.000000,107
PALOPO,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48
PALU,0.976744,0.000000,0.023256,0.000000,0.000000,0.000000,0.000000,43
PAMEKASAN,0.719577,0.005291,0.000000,0.079365,0.000000,0.195767,0.000000,189
PANDEGLANG,0.988060,0.000000,0.000000,0.005970,0.000000,0.005970,0.000000,335
PANGKAJENE DAN KEPULAUAN,0.941748,0.000000,0.009709,0.029126,0.000000,0.019417,0.000000,103
PANGKAL PINANG,0.777778,0.000000,0.027778,0.000000,0.000000,0.194444,0.000000,36
PANIAI,0.942857,0.014286,0.000000,0.042857,0.000000,0.000000,0.000000,70
PARE-PARE,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22
PARIAMAN,0.915493,0.042254,0.028169,0.000000,0.000000,0.014085,0.000000,71
PARIGI MOUTONG,0.940000,0.010000,0.000000,0.015000,0.000000,0.035000,0.000000,200
PASER,0.984733,0.000000,0.000000,0.015267,0.000000,0.000000,0.000000,131
PASURUAN,0.969925,0.007519,0.000000,0.000000,0.000000,0.020050,0.002506,399
PATI,0.980296,0.002463,0.000000,0.004926,0.000000,0.007389,0.004926,406
PAYAKUMBUH,0.552632,0.000000,0.026316,0.078947,0.000000,0.276316,0.065789,76
PEGUNUNGAN BINTANG,0.868852,0.016393,0.004098,0.065574,0.000000,0.028689,0.016393,244
PEKALONGAN,0.945783,0.033133,0.000000,0.012048,0.003012,0.006024,0.000000,332
PEKANBARU,0.982759,0.000000,0.000000,0.017241,0.000000,0.000000,0.000000,58
PELALAWAN,0.966102,0.000000,0.000000,0.025424,0.000000,0.008475,0.000000,118
PEMALANG,0.977477,0.013514,0.000000,0.000000,0.000000,0.009009,0.000000,222
PEMATANG SIANTAR,0.886792,0.094340,0.000000,0.018868,0.000000,0.000000,0.000000,53
PENAJAM PASER UTARA,0.722222,0.277778,0.000000,0.000000,0.000000,0.000000,0.000000,54
PESAWARAN,0.984962,0.007519,0.000000,0.000000,0.000000,0.007519,0.000000,133
PIDIE,0.917921,0.032832,0.004104,0.016416,0.000000,0.027360,0.001368,731
PIDIE JAYA,0.860360,0.000000,0.013514,0.067568,0.000000,0.036036,0.022523,222
PINRANG,0.932692,0.000000,0.000000,0.000000,0.000000,0.067308,0.000000,104
POHUWATO,0.971154,0.000000,0.009615,0.009615,0.000000,0.009615,0.000000,104
POLEWALI MANDAR,0.988024,0.000000,0.000000,0.000000,0.000000,0.011976,0.000000,167
PONOROGO,0.934426,0.000000,0.019672,0.022951,0.000000,0.022951,0.000000,305
PONTIANAK,0.885417,0.000000,0.052083,0.020833,0.000000,0.041667,0.000000,96
POSO,0.916667,0.000000,0.006410,0.044872,0.000000,0.032051,0.000000,156
PRABUMULIH,0.837838,0.000000,0.000000,0.000000,0.000000,0.162162,0.000000,37
PRINGSEWU,0.871287,0.059406,0.009901,0.019802,0.000000,0.009901,0.029703,101
PROBOLINGGO,0.766017,0.030641,0.013928,0.041783,0.002786,0.133705,0.011142,359
PULANG PISAU,0.979798,0.020202,0.000000,0.000000,0.000000,0.000000,0.000000,99
PULAU MOROTAI,0.953125,0.046875,0.000000,0.000000,0.000000,0.000000,0.000000,64
PUNCAK,0.975000,0.012500,0.000000,0.012500,0.000000,0.000000,0.000000,80
PUNCAK JAYA,0.844371,0.062914,0.009934,0.013245,0.000000,0.046358,0.023179,302
PURBALINGGA,0.895397,0.046025,0.000000,0.020921,0.000000,0.025105,0.012552,239
PURWAKARTA,0.953125,0.005208,0.005208,0.010417,0.000000,0.010417,0.015625,192
PURWOREJO,0.771255,0.016194,0.030364,0.068826,0.002024,0.076923,0.034413,494
RAJA AMPAT,0.975000,0.000000,0.000000,0.025000,0.000000,0.000000,0.000000,120
REJANG LEBONG,0.794872,0.000000,0.051282,0.076923,0.000000,0.070513,0.006410,156
REMBANG,0.914966,0.003401,0.006803,0.006803,0.000000,0.044218,0.023810,294
ROKAN HILIR,0.993333,0.000000,0.000000,0.006667,0.000000,0.000000,0.000000,150
ROKAN HULU,0.967320,0.000000,0.006536,0.019608,0.000000,0.000000,0.006536,153
ROTE NDAO,0.909091,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,88
S I A K,0.992188,0.000000,0.000000,0.007813,0.000000,0.000000,0.000000,128
SABANG,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18
SABU RAIJUA,0.984127,0.015873,0.000000,0.000000,0.000000,0.000000,0.000000,63
SALATIGA,0.954545,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,22
SAMARINDA,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53
SAMBAS,0.842391,0.016304,0.000000,0.016304,0.000000,0.103261,0.021739,184
SAMOSIR,0.427350,0.008547,0.059829,0.145299,0.034188,0.316239,0.008547,117
SAMPANG,0.897849,0.005376,0.005376,0.016129,0.000000,0.069892,0.005376,186
SANGGAU,0.993976,0.000000,0.006024,0.000000,0.000000,0.000000,0.000000,166
SARMI,0.941860,0.011628,0.000000,0.046512,0.000000,0.000000,0.000000,86
SAROLANGUN,0.887324,0.007042,0.000000,0.056338,0.000000,0.042254,0.007042,142
SAWAH LUNTO,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37
SEKADAU,0.986842,0.000000,0.000000,0.000000,0.000000,0.013158,0.000000,76
SELAYAR,0.962963,0.000000,0.000000,0.000000,0.000000,0.037037,0.000000,81
SELUMA,0.964824,0.005025,0.005025,0.020101,0.000000,0.005025,0.000000,199
SEMARANG,0.924757,0.014563,0.004854,0.019417,0.000000,0.024272,0.012136,412
SERAM BAGIAN BARAT,0.956522,0.000000,0.000000,0.032609,0.000000,0.010870,0.000000,92
SERAM BAGIAN TIMUR,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,143
SERANG,0.876316,0.007895,0.018421,0.042105,0.000000,0.047368,0.007895,380
SERDANG BEDAGAI,0.925926,0.000000,0.012346,0.028807,0.000000,0.032922,0.000000,243
SERUYAN,0.960000,0.000000,0.010000,0.010000,0.000000,0.020000,0.000000,100
SIAU TAGULANDANG BIARO,0.976190,0.000000,0.000000,0.000000,0.000000,0.011905,0.011905,84
SIBOLGA,0.764706,0.000000,0.000000,0.000000,0.000000,0.058824,0.176471,17
SIDENRENG RAPPANG,0.886792,0.000000,0.000000,0.047170,0.000000,0.028302,0.037736,106
SIDOARJO,0.946023,0.005682,0.002841,0.019886,0.000000,0.025568,0.000000,352
SIGI,0.987261,0.000000,0.006369,0.000000,0.000000,0.006369,0.000000,157
SIJUNJUNG,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
SIKKA,0.987500,0.000000,0.000000,0.012500,0.000000,0.000000,0.000000,160
SIMALUNGUN,0.912807,0.000000,0.010899,0.038147,0.000000,0.038147,0.000000,367
SIMEULUE,0.956522,0.000000,0.000000,0.028986,0.000000,0.014493,0.000000,138
SINGKAWANG,0.923077,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,26
SINJAI,0.987500,0.000000,0.000000,0.012500,0.000000,0.000000,0.000000,80
SINTANG,0.979094,0.000000,0.000000,0.003484,0.000000,0.017422,0.000000,287
SITUBONDO,0.985294,0.000000,0.000000,0.014706,0.000000,0.000000,0.000000,136
SLEMAN,0.976744,0.000000,0.011628,0.011628,0.000000,0.000000,0.000000,86
SOLOK,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13
SOPPENG,0.957143,0.000000,0.000000,0.014286,0.000000,0.028571,0.000000,70
SORONG,0.873494,0.042169,0.000000,0.048193,0.000000,0.036145,0.000000,166
SORONG SELATAN,0.705882,0.000000,0.000000,0.058824,0.000000,0.210084,0.025210,119
SRAGEN,0.331731,0.009615,0.019231,0.254808,0.009615,0.370192,0.004808,208
SUBANG,0.960474,0.003953,0.003953,0.003953,0.027668,0.000000,0.000000,253
SUBULUSSALAM,0.986486,0.013514,0.000000,0.000000,0.000000,0.000000,0.000000,74
SUKABUMI,0.902500,0.025000,0.007500,0.025000,0.002500,0.032500,0.005000,400
SUKAMARA,0.843750,0.000000,0.000000,0.062500,0.000000,0.093750,0.000000,32
SUKOHARJO,0.934132,0.035928,0.000000,0.011976,0.000000,0.017964,0.000000,167
SUMBA BARAT,0.883333,0.000000,0.000000,0.066667,0.000000,0.050000,0.000000,60
SUMBA BARAT DAYA,0.989583,0.000000,0.000000,0.010417,0.000000,0.000000,0.000000,96
SUMBA TENGAH,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43
SUMBA TIMUR,0.961538,0.025641,0.000000,0.000000,0.000000,0.006410,0.006410,156
SUMBAWA,0.957831,0.000000,0.012048,0.012048,0.000000,0.018072,0.000000,166
SUMBAWA BARAT,0.921875,0.031250,0.000000,0.031250,0.000000,0.015625,0.000000,64
SUMEDANG,0.928315,0.003584,0.000000,0.028674,0.000000,0.039427,0.000000,279
SUMENEP,0.728916,0.018072,0.009036,0.048193,0.003012,0.189759,0.003012,332
SUNGAI PENUH,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69
SUPIORI,0.973684,0.000000,0.000000,0.026316,0.000000,0.000000,0.000000,38
SURABAYA,0.900000,0.012500,0.000000,0.025000,0.006250,0.050000,0.006250,160
SURAKARTA,0.960784,0.000000,0.000000,0.000000,0.000000,0.019608,0.019608,51
TABALONG,0.916031,0.007634,0.000000,0.000000,0.000000,0.076336,0.000000,131
TABANAN,0.947368,0.037594,0.000000,0.015038,0.000000,0.000000,0.000000,133
TAKALAR,0.741935,0.010753,0.010753,0.032258,0.032258,0.172043,0.000000,93
TAMBRAUW,0.600000,0.020000,0.000000,0.040000,0.040000,0.300000,0.000000,50
TANA TIDUNG,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23
TANA TORAJA,0.974843,0.000000,0.000000,0.018868,0.000000,0.006289,0.000000,159
TANAH BUMBU,0.953333,0.000000,0.000000,0.013333,0.000000,0.033333,0.000000,150
TANAH LAUT,0.970370,0.000000,0.000000,0.007407,0.000000,0.022222,0.000000,135
TANGERANG,0.968254,0.002646,0.000000,0.002646,0.000000,0.018519,0.007937,378
TANGERANG SELATAN,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54
TANGGAMUS,0.974820,0.003597,0.014388,0.007194,0.000000,0.000000,0.000000,278
TANJUNG BALAI,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31
TANJUNG JABUNG BARAT,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70
TANJUNG JABUNG TIMUR,0.978495,0.000000,0.000000,0.010753,0.000000,0.000000,0.010753,93
TANJUNG PINANG,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18
TAPANULI SELATAN,0.846774,0.000000,0.000000,0.032258,0.004032,0.100806,0.016129,248
TAPANULI TENGAH,0.943503,0.000000,0.000000,0.011299,0.000000,0.045198,0.000000,177
TAPANULI UTARA,0.971193,0.012346,0.000000,0.004115,0.000000,0.012346,0.000000,243
TAPIN,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133
TARAKAN,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20
TASIKMALAYA,0.888095,0.014286,0.004762,0.014286,0.000000,0.071429,0.007143,420
TEBING TINGGI,0.571429,0.028571,0.057143,0.028571,0.000000,0.314286,0.000000,35
TEBO,0.886792,0.000000,0.000000,0.018868,0.009434,0.075472,0.009434,106
TEGAL,0.968153,0.000000,0.000000,0.015924,0.000000,0.012739,0.003185,314
TELUK BINTUNI,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152
TELUK WONDAMA,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76
TEMANGGUNG,0.975779,0.003460,0.000000,0.003460,0.000000,0.013841,0.003460,289
TERNATE,0.974026,0.000000,0.000000,0.025974,0.000000,0.000000,0.000000,77
TIDORE KEPULAUAN,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72
TIMOR TENGAH SELATAN,0.979167,0.004167,0.000000,0.004167,0.000000,0.008333,0.004167,240
TIMOR TENGAH UTARA,0.859375,0.031250,0.000000,0.005208,0.000000,0.104167,0.000000,192
TOBA SAMOSIR,0.934426,0.004098,0.000000,0.020492,0.000000,0.028689,0.012295,244
TOJO UNA-UNA,0.966942,0.008264,0.000000,0.024793,0.000000,0.000000,0.000000,121
TOLIKARA,0.936884,0.005917,0.001972,0.017751,0.001972,0.035503,0.000000,507
TOLI-TOLI,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91
TOMOHON,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44
TORAJA UTARA,0.993377,0.000000,0.000000,0.000000,0.000000,0.000000,0.006623,151
TRENGGALEK,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,157
TUAL,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29
TUBAN,0.957317,0.006098,0.000000,0.015244,0.000000,0.021341,0.000000,328
TULANG BAWANG BARAT,0.987342,0.000000,0.000000,0.000000,0.000000,0.000000,0.012658,79
TULANGBAWANG,0.986755,0.006623,0.000000,0.006623,0.000000,0.000000,0.000000,151
TULUNGAGUNG,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,271
WAJO,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,176
WAKATOBI,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100
WAROPEN,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,87
WAY KANAN,0.995238,0.000000,0.000000,0.000000,0.000000,0.004762,0.000000,210
WONOGIRI,0.996599,0.003401,0.000000,0.000000,0.000000,0.000000,0.000000,294
WONOSOBO,0.958491,0.003774,0.000000,0.033962,0.000000,0.003774,0.000000,265
YAHUKIMO,0.990347,0.005792,0.000000,0.000000,0.000000,0.003861,0.000000,518
YALIMO,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27
YOGYAKARTA,0.555556,0.000000,0.000000,0.177778,0.000000,0.244444,0.022222,45
